Tue Aug 13 15:21:30 2024    profile_data.prof

         297998 function calls (292075 primitive calls) in 14.634 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _util.py:3(<module>)
        1    0.000    0.000    0.008    0.008 _dtypes_impl.py:3(<module>)
        1    0.001    0.001    0.001    0.001 _casting_dicts.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:24(AxisError)
        1    0.000    0.000    0.000    0.000 _util.py:28(UFuncTypeError)
        1    0.000    0.000    0.021    0.021 fft.py:3(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:2699(GmWrapper)
        1    0.000    0.000    0.000    0.000 utils.py:2749(Lit)
        1    0.000    0.000    0.000    0.000 utils.py:2198(numpy_to_tensor_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:2220(numpy_method_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:2239(numpy_operator_wrapper)
        1    0.000    0.000    0.000    0.000 utils.py:2345(_Anchors)
        1    0.000    0.000    0.000    0.000 _translation_metadata.py:15(TranslationMetadata)
        1    0.000    0.000    0.002    0.002 _translation_metadata.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _edge.py:12(Edge)
        1    0.000    0.000    0.004    0.004 _edge.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _edge_traversal.py:12(EdgeTraversal)
        1    0.000    0.000    0.001    0.001 _edge_traversal.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _external_properties.py:25(ExternalProperties)
        1    0.000    0.000    0.045    0.045 _external_properties.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _graph.py:17(Graph)
        1    0.000    0.000    0.007    0.007 _graph.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _node.py:17(Node)
        1    0.000    0.000    0.004    0.004 _node.py:4(<module>)
        1    0.000    0.000    0.003    0.003 _result.py:28(Result)
        1    0.000    0.000    0.030    0.030 _result.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _fix.py:16(Fix)
        1    0.000    0.000    0.003    0.003 _fix.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _graph_traversal.py:16(GraphTraversal)
        1    0.000    0.000    0.002    0.002 _graph_traversal.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _result_provenance.py:15(ResultProvenance)
        1    0.000    0.000    0.002    0.002 _result_provenance.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _suppression.py:12(Suppression)
        1    0.000    0.000    0.001    0.001 _suppression.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _external_property_file_references.py:15(ExternalPropertyFileReferences)
        1    0.000    0.000    0.007    0.007 _external_property_file_references.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _external_property_file_reference.py:15(ExternalPropertyFileReference)
        1    0.000    0.000    0.002    0.002 _external_property_file_reference.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _run_automation_details.py:12(RunAutomationDetails)
        1    0.000    0.000    0.000    0.000 _run.py:30(Run)
        1    0.000    0.000    0.024    0.024 _run.py:4(<module>)
        1    0.000    0.000    0.001    0.001 _run_automation_details.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _special_locations.py:15(SpecialLocations)
        1    0.000    0.000    0.002    0.002 _special_locations.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _version_control_details.py:15(VersionControlDetails)
        1    0.000    0.000    0.001    0.001 _version_control_details.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _sarif_log.py:16(SarifLog)
        1    0.000    0.000    0.001    0.001 _sarif_log.py:4(<module>)
        1    0.000    0.000    0.000    0.000 context.py:37(Diagnostic)
        1    0.000    0.000    0.000    0.000 context.py:267(RuntimeErrorWithDiagnostic)
        1    0.000    0.000    0.000    0.000 context.py:275(DiagnosticContext)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _rules.py:43(_MissingCustomSymbolicFunction)
        1    0.000    0.000    0.000    0.000 _rules.py:63(_MissingStandardSymbolicFunction)
        1    0.000    0.000    0.000    0.000 _rules.py:93(_OperatorSupportedInNewerOpsetVersion)
        1    0.001    0.001    0.001    0.001 _rules.py:127(_FxGraphToOnnx)
        1    0.000    0.000    0.000    0.000 _rules.py:147(_FxNodeToOnnx)
        1    0.000    0.000    0.000    0.000 _rules.py:167(_FxPass)
        1    0.000    0.000    0.000    0.000 _rules.py:187(_NoSymbolicFunctionForCallFunction)
        1    0.000    0.000    0.001    0.001 _rules.py:23(_NodeMissingOnnxShapeInference)
        1    0.000    0.000    0.000    0.000 _rules.py:207(_UnsupportedFxNodeAnalysis)
        1    0.000    0.000    0.000    0.000 _rules.py:235(_OpLevelDebugging)
        1    0.000    0.000    0.000    0.000 _rules.py:255(_FindOpschemaMatchedSymbolicFunction)
        1    0.000    0.000    0.000    0.000 _rules.py:275(_FxNodeInsertTypePromotion)
        1    0.000    0.000    0.000    0.000 _rules.py:295(_FindOperatorOverloadsInOnnxRegistry)
        1    0.000    0.000    0.001    0.001 _rules.py:315(_POERules)
        1    0.000    0.000    0.006    0.006 _rules.py:2(<module>)
        1    0.000    0.000    0.294    0.294 symbolic_caffe2.py:2(<module>)
        1    0.000    0.000    0.269    0.269 symbolic_helper.py:2(<module>)
        1    0.000    0.000    0.003    0.003 _type_utils.py:66(JitScalarType)
        1    0.000    0.000    0.000    0.000 _type_utils.py:321(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _type_utils.py:348(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _type_utils.py:376(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _type_utils.py:403(<dictcomp>)
        1    0.000    0.000    0.008    0.008 _type_utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _exporter_states.py:8(ExportTypes)
        1    0.000    0.000    0.000    0.000 _exporter_states.py:17(SymbolicContext)
        1    0.000    0.000    0.000    0.000 _exporter_states.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:23(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:16(_InternalGlobals)
        1    0.000    0.000    0.000    0.000 _globals.py:2(<module>)
        1    0.000    0.000    0.000    0.000 jit_utils.py:24(GraphContext)
        1    0.000    0.000    0.009    0.009 jit_utils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 registration.py:65(OverrideDict)
        1    0.000    0.000    0.000    0.000 registration.py:124(_SymbolicFunctionGroup)
        1    0.000    0.000    0.000    0.000 registration.py:211(__init__)
        1    0.000    0.000    0.000    0.000 registration.py:203(SymbolicRegistry)
        1    0.000    0.000    0.001    0.001 registration.py:2(<module>)
        1    0.000    0.000    0.000    0.000 onnx_proto_utils.py:2(<module>)
        1    0.002    0.002    0.011    0.011 symbolic_opset9.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset7.py:2(<module>)
        1    0.000    0.000    0.001    0.001 symbolic_opset8.py:2(<module>)
        1    0.001    0.001    0.003    0.003 symbolic_opset10.py:2(<module>)
        1    0.001    0.001    0.004    0.004 symbolic_opset11.py:2(<module>)
        1    0.000    0.000    0.003    0.003 symbolic_opset12.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:403(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:418(_reduce_with_dtype)
        1    0.000    0.000    0.001    0.001 symbolic_opset13.py:6(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset14.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset15.py:2(<module>)
        1    0.000    0.000    0.001    0.001 symbolic_opset16.py:2(<module>)
        1    0.000    0.000    0.001    0.001 symbolic_opset17.py:2(<module>)
        1    0.000    0.000    0.002    0.002 symbolic_opset18.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset19.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset20.py:2(<module>)
        1    0.000    0.000    0.000    0.000 exporter.py:95(ONNXFakeContext)
        1    0.000    0.000    0.000    0.000 exporter.py:111(OnnxRegistry)
        1    0.000    0.000    0.000    0.000 exporter.py:279(ExportOptions)
        1    0.000    0.000    0.000    0.000 exporter.py:330(ResolvedExportOptions)
        1    0.000    0.000    0.000    0.000 exporter.py:514(ONNXProgramSerializer)
        1    0.000    0.000    0.000    0.000 exporter.py:562(ProtobufONNXProgramSerializer)
        1    0.000    0.000    0.000    0.000 exporter.py:576(LargeProtobufONNXProgramSerializer)
        1    0.000    0.000    0.000    0.000 exporter.py:607(ONNXRuntimeOptions)
        1    0.000    0.000    0.000    0.000 exporter.py:642(ONNXProgram)
        1    0.000    0.000    0.000    0.000 exporter.py:1149(FXGraphExtractor)
        1    0.000    0.000    0.000    0.000 exporter.py:1197(Exporter)
        1    0.000    0.000    0.000    0.000 exporter.py:1340(UnsatisfiedDependencyError)
        1    0.000    0.000    0.000    0.000 exporter.py:1348(OnnxExporterError)
        1    0.000    0.000    0.000    0.000 exporter.py:1370(InvalidExportOptionsError)
        1    0.000    0.000    0.043    0.043 exporter.py:2(<module>)
        1    0.000    0.000    0.000    0.000 io_adapter.py:28(InputAdaptStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:52(InputAdapter)
        1    0.000    0.000    0.000    0.000 io_adapter.py:93(OutputAdaptStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:116(OutputAdapter)
        1    0.000    0.000    0.000    0.000 io_adapter.py:197(BindInputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:239(MergeKwargsIntoArgsInputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:263(LiftParametersAndBuffersIntoArgsInputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:290(ConvertComplexToRealRepresentationInputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:328(RemoveNoneInputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:360(RemoveNonTensorInputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:428(FlattenInputWithTreeSpecValidationInputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:476(FlattenOutputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:509(ConvertComplexToRealRepresentationOutputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:542(FlattenOutputWithTreeSpecValidationOutputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:584(PrependParamsBuffersConstantAotAutogradInputStep)
        1    0.000    0.000    0.000    0.000 io_adapter.py:641(PrependParamsAndBuffersAotAutogradOutputStep)
        1    0.000    0.000    0.002    0.002 io_adapter.py:2(<module>)
        1    0.000    0.000    0.000    0.000 patcher.py:25(ONNXTorchPatcher)
        1    0.000    0.000    0.000    0.000 patcher.py:2(<module>)
        1    0.000    0.000    0.000    0.000 serialization.py:2(<module>)
        1    0.000    0.000    0.011    0.011 decomposition_table.py:2(<module>)
        1    0.000    0.000    0.000    0.000 registration.py:19(ONNXFunction)
        1    0.000    0.000    0.000    0.000 registration.py:36(OpName)
        1    0.000    0.000    0.008    0.008 registration.py:1(<module>)
        1    0.000    0.000    0.005    0.005 diagnostics.py:2(<module>)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:159(OrtOperatorSupport)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:528(OrtExecutionInfoPerSession)
        1    0.000    0.000    0.000    0.000 onnxruntime.py:599(OrtExecutionInfoForAllGraphModules)
        1    0.000    0.000    0.002    0.002 onnxruntime.py:646(OrtBackendOptions)
        1    0.000    0.000    0.001    0.001 onnxruntime.py:711(OrtBackend)
        1    0.000    0.000    0.029    0.029 onnxruntime.py:2(<module>)
        1    0.000    0.000    0.006    0.006 executor.py:2(<module>)
        1    0.000    0.000    0.000    0.000 context.py:83(TorchRefsMode)
        1    0.000    0.000    0.000    0.000 fake_tensor_prop.py:13(FakeTensorProp)
        1    0.000    0.000    0.000    0.000 fake_tensor_prop.py:2(<module>)
        1    0.000    0.000    0.000    0.000 operators.py:2(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:9(LazyCache)
        1    0.000    0.000    0.000    0.000 lazy.py:30(LazyVariableTracker)
        1    0.000    0.000    0.001    0.001 lazy.py:137(_populate)
        1    0.000    0.000    0.001    0.001 lazy.py:2(<module>)
        1    0.000    0.000    0.000    0.000 iter.py:17(ItertoolsVariable)
        1    0.000    0.000    0.000    0.000 iter.py:189(IteratorVariable)
        1    0.000    0.000    0.000    0.000 iter.py:197(RepeatIteratorVariable)
        1    0.000    0.000    0.000    0.000 iter.py:207(CountIteratorVariable)
        1    0.000    0.000    0.000    0.000 iter.py:225(CycleIteratorVariable)
        1    0.000    0.000    0.000    0.000 iter.py:3(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:32(SuperVariable)
        1    0.000    0.000    0.000    0.000 misc.py:182(ExceptionVariable)
        1    0.000    0.000    0.000    0.000 misc.py:194(UnknownVariable)
        1    0.000    0.000    0.000    0.000 misc.py:200(DelayGraphBreakVariable)
        1    0.000    0.000    0.000    0.000 misc.py:206(ComptimeVariable)
        1    0.000    0.000    0.000    0.000 misc.py:264(ClosureVariable)
        1    0.000    0.000    0.000    0.000 misc.py:279(InlinedClosureVariable)
        1    0.000    0.000    0.000    0.000 misc.py:293(NewCellVariable)
        1    0.000    0.000    0.000    0.000 misc.py:298(NewGlobalVariable)
        1    0.000    0.000    0.000    0.000 misc.py:303(InspectSignatureVariable)
        1    0.000    0.000    0.000    0.000 misc.py:328(InspectParameterVariable)
        1    0.000    0.000    0.000    0.000 misc.py:342(AutogradFunctionVariable)
        1    0.000    0.000    0.000    0.000 misc.py:517(SavedTensorBox)
        1    0.000    0.000    0.000    0.000 misc.py:522(AutogradFunctionContextVariable)
        1    0.000    0.000    0.000    0.000 misc.py:628(LambdaVariable)
        1    0.000    0.000    0.000    0.000 misc.py:639(GetAttrVariable)
        1    0.000    0.000    0.000    0.000 misc.py:733(MethodWrapperVariable)
        1    0.000    0.000    0.000    0.000 misc.py:757(GetSetDescriptorVariable)
        1    0.000    0.000    0.000    0.000 misc.py:779(PythonModuleVariable)
        1    0.000    0.000    0.000    0.000 misc.py:807(TypingVariable)
        1    0.000    0.000    0.000    0.000 misc.py:849(NumpyVariable)
        1    0.000    0.000    0.000    0.000 misc.py:959(NullVariable)
        1    0.000    0.000    0.000    0.000 misc.py:972(DeletedVariable)
        1    0.000    0.000    0.000    0.000 misc.py:976(StringFormatVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1020(DebuggingVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1075(LoggingLoggerVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1096(StopIterationVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1107(ConstantLikeVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1168(RegexPatternVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1172(ConstantRegexMatchVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1176(TorchVersionVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1185(NumpyTypeInfoVariable)
        1    0.000    0.000    0.000    0.000 misc.py:1189(NumpyDTypeVariable)
        1    0.000    0.000    0.003    0.003 misc.py:2(<module>)
        1    0.000    0.000    0.000    0.000 nn_module.py:142(NNModuleVariable)
        1    0.001    0.001    0.001    0.001 nn_module.py:749(UnspecializedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 nn_module.py:940(FSDPManagedNNModuleVariable)
        1    0.000    0.000    0.003    0.003 nn_module.py:3(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:29(ArgMappingException)
        1    0.000    0.000    0.000    0.000 optimizer.py:33(GuardInstallException)
        1    0.000    0.000    0.000    0.000 optimizer.py:37(OptimizerVariable)
        1    0.000    0.000    0.000    0.000 optimizer.py:3(<module>)
        1    0.000    0.000    0.000    0.000 sdpa.py:10(SDPAParamsVariable)
        1    0.000    0.000    0.000    0.000 sdpa.py:3(<module>)
        1    0.000    0.000    0.000    0.000 torch.py:130(BaseTorchVariable)
        1    0.000    0.000    0.000    0.000 torch.py:174(TorchCtxManagerClassVariable)
        1    0.000    0.000    0.000    0.000 torch.py:303(TorchInGraphFunctionVariable)
        1    0.000    0.000    0.014    0.014 torch.py:2(<module>)
        1    0.000    0.000    0.000    0.000 codegen.py:37(GraphOutputEntry)
        1    0.000    0.000    0.000    0.000 codegen.py:43(PyCodegen)
        1    0.000    0.000    0.003    0.003 codegen.py:2(<module>)
        1    0.000    0.000    0.000    0.000 torch_function.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 torch_function.py:170(TensorWithTFOverrideVariable)
        1    0.000    0.000    0.000    0.000 torch_function.py:3(<module>)
        1    0.000    0.000    0.000    0.000 create_parameter_op.py:14(TracableCreateParameter)
        1    0.000    0.000    0.000    0.000 create_parameter_op.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cache_size.py:69(CacheSizeRelevantForFrame)
        1    0.000    0.000    0.002    0.002 cache_size.py:2(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:119(<dictcomp>)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:132(SpeculationEntry)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:152(SpeculationLog)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:201(BlockStackEntry)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:224(ReturnValueOp)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:623(BytecodeDistpatchTableMeta)
        1    0.005    0.005    0.066    0.066 symbolic_convert.py:639(InstructionTranslatorBase)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:2323(InstructionTranslator)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:2658(InliningInstructionTranslator)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:2998(InliningGeneratorInstructionTranslator)
        1    0.002    0.002    0.143    0.143 symbolic_convert.py:2(<module>)
        1    0.000    0.000    0.000    0.000 logging.py:2(<module>)
        1    0.000    0.000    0.000    0.000 funcname_cache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 output_graph.py:117(VariableTrackerCacheKey)
        1    0.000    0.000    0.000    0.000 output_graph.py:126(VariableTrackerCache)
        1    0.000    0.000    0.000    0.000 output_graph.py:155(GraphCompileReason)
        1    0.000    0.000    0.000    0.000 output_graph.py:177(FakeRootModule)
        1    0.000    0.000    0.000    0.000 output_graph.py:189(WrapperBackend)
        1    0.001    0.001    0.001    0.001 output_graph.py:227(OutputGraph)
        1    0.000    0.000    0.000    0.000 output_graph.py:1754(SubgraphTracer)
        1    0.000    0.000    0.046    0.046 output_graph.py:2(<module>)
        1    0.000    0.000    0.000    0.000 side_effects.py:27(MutableSideEffects)
        1    0.000    0.000    0.000    0.000 side_effects.py:40(AttributeMutation)
        1    0.000    0.000    0.000    0.000 side_effects.py:50(AttributeMutationExisting)
        1    0.000    0.000    0.000    0.000 side_effects.py:56(AttributeMutationNew)
        1    0.000    0.000    0.000    0.000 side_effects.py:62(SideEffects)
        1    0.000    0.000    0.001    0.001 side_effects.py:2(<module>)
        1    0.000    0.000    0.000    0.000 builder.py:196(_missing)
        1    0.000    0.000    0.000    0.000 builder.py:200(GraphArg)
        1    0.000    0.000    0.000    0.000 builder.py:261(BackwardStateGraphArg)
        1    0.000    0.000    0.000    0.000 builder.py:279(FrameStateSizeEntry)
        1    0.000    0.000    0.000    0.000 builder.py:285(VariableBuilder)
        1    0.000    0.000    0.001    0.001 builder.py:1993(TrackedFake)
        1    0.000    0.000    0.000    0.000 builder.py:2402(make_type_handlers)
        1    0.000    0.000    0.000    0.000 builder.py:2339(SourcelessBuilder)
        1    0.000    0.000    0.021    0.021 builder.py:3(<module>)
        1    0.000    0.000    0.007    0.007 torchbind.py:2(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:134(PytreeThunk)
        1    0.000    0.000    0.000    0.000 script_object.py:26(TorchScriptObjectVariable)
        1    0.000    0.000    0.000    0.000 script_object.py:2(<module>)
        1    0.000    0.000    0.000    0.000 callback.py:3(__init__)
        1    0.000    0.000    0.000    0.000 callback.py:2(CompilationCallbackHandler)
        1    0.000    0.000    0.000    0.000 callback.py:2(<module>)
        1    0.000    0.000    0.002    0.002 decorators.py:96(inner)
        1    0.000    0.000    0.000    0.000 decorators.py:95(_disallow_in_graph_helper)
        1    0.000    0.000    0.000    0.000 decorators.py:174(_DimRange)
        1    0.000    0.000    0.010    0.010 decorators.py:3(<module>)
        1    0.000    0.000    0.000    0.000 comptime.py:24(ComptimeVar)
        1    0.000    0.000    0.000    0.000 comptime.py:137(ComptimeContext)
        1    0.000    0.000    0.000    0.000 comptime.py:294(_Comptime)
        1    0.000    0.000    0.001    0.001 comptime.py:9(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._dynamo.eval_frame.set_guard_error_hook}
        1    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_event_loop}


